Date,Adj Close,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Volatility,Risk_Level
2010-02-14,1.0558030605316162,5.067099094390869,5.067099094390869,5.067099094390869,5.067099094390869,0,0.0,4.939084189278739,4.663852405548096,0.023274745553697008,Medium Risk
2010-02-15,1.0688822269439695,5.1298699378967285,5.303030014038086,5.1298699378967285,5.277056217193604,616053,0.012387924991509314,4.97371632712228,4.693433936436971,0.011438563118507656,Low Risk
2010-02-16,1.060764193534851,5.090909004211426,5.216450214385986,5.090909004211426,5.209956169128418,106795,-0.007594916470977209,5.002782617296491,4.717387771606445,0.012521618687364637,Low Risk
2010-02-17,1.0255855321884155,4.922077178955078,5.175323963165283,4.922077178955078,5.147185802459717,267156,-0.03316339481155184,5.013605049678257,4.731745640436809,0.019038584159839788,Low Risk
2010-02-18,1.020624756813049,4.898268222808838,5.058441162109375,4.898268222808838,5.032466888427734,146162,-0.0048371765172716685,5.019170965467181,4.744588343302409,0.019229553494556975,Low Risk
2010-02-21,1.020624756813049,4.898268222808838,4.898268222808838,4.898268222808838,4.898268222808838,0,0.0,5.010512965066092,4.757431046168009,0.017282698055203948,Low Risk
2010-02-22,1.0039372444152832,4.818181037902832,4.917747974395752,4.740259170532227,4.876623153686523,129272,-0.01635010196727882,4.974953242710659,4.766521946589152,0.014438528169575722,Low Risk
2010-02-23,0.984544038772583,4.7251081466674805,4.796535968780518,4.6363630294799805,4.796535968780518,201016,-0.019317018290342713,4.926097393035889,4.770562346776327,0.014703462954219496,Low Risk
2010-02-24,0.9895052313804626,4.748917102813721,4.848484039306641,4.660172939300537,4.7251081466674805,81090,0.0050388171883499755,4.871675559452602,4.774314149220785,0.013017584429523775,Low Risk
2010-02-25,1.0003292560577393,4.800865173339844,4.9112548828125,4.753245830535889,4.9112548828125,134474,0.010938929739443992,4.830240726470947,4.780663347244262,0.01545576927048848,Low Risk
2010-02-28,0.9822890758514404,4.714284896850586,4.928571224212647,4.679653167724609,4.800865173339844,71665,-0.018034307018254814,4.800556114741734,4.784126536051432,0.012078784287420909,Low Risk
2010-03-01,0.9913092255592346,4.757575035095215,4.826838970184326,4.69913387298584,4.714284896850586,12012,0.00918275818959291,4.780457087925503,4.784487263361613,0.013408411497147513,Low Risk
2010-03-02,0.996721088886261,4.783548831939697,4.865799903869629,4.729436874389648,4.757575035095215,57957,0.005459461312303349,4.764068603515625,4.788383356730143,0.013837028806821442,Low Risk
2010-03-03,1.0368608236312866,4.976190090179443,5.064935207366943,4.846320152282715,4.783548831939697,202748,0.04027161946241309,4.786641325269427,4.7954540570576984,0.020077592718603696,Medium Risk
2010-03-04,0.9940152764320374,4.770562171936035,4.980518817901611,4.655844211578369,4.976190090179443,296299,-0.0413223599816287,4.793134757450649,4.796608463923136,0.025477924633104245,Medium Risk
2010-03-07,0.9642489552497864,4.627705097198486,4.742424011230469,4.545454025268555,4.770562171936035,120799,-0.029945543017537712,4.775818756648472,4.7930009682973225,0.02800758152598445,Medium Risk
2010-03-08,0.9435028433799744,4.528138160705566,4.608224868774414,4.471860885620117,4.608224868774414,239182,-0.02151540221376591,4.736857754843576,4.786074574788412,0.02793412533074318,Medium Risk
2010-03-09,0.9367374777793884,4.495669841766357,4.597402095794678,4.406926155090332,4.528138160705566,247516,-0.0071703463513909105,4.705627032688686,4.785713799794515,0.02758240279354961,Medium Risk
2010-03-10,0.9696609377861024,4.653678894042969,4.692639827728272,4.59956693649292,4.495669841766357,157911,0.03514694313373545,4.690784726824079,4.790403525034587,0.031500087957805074,Medium Risk
2010-03-11,0.9940152764320374,4.770562171936035,4.865799903869629,4.692639827728272,4.692639827728272,302596,0.025116317768010488,4.688929489680699,4.7976185321807865,0.03318255436041758,Medium Risk
2010-03-14,0.9768770933151244,4.688311100006104,4.764069080352783,4.6255412101745605,4.770562171936035,208449,-0.01724137931034464,4.647803919655936,4.802091836929321,0.028340104749318844,Medium Risk
2010-03-15,0.9480127692222596,4.549783229827881,4.707791805267334,4.456708908081055,4.688311100006104,415920,-0.029547499562911472,4.616264070783343,4.80360697110494,0.026319233229009087,Medium Risk
2010-03-16,0.9958192110061646,4.779220104217529,4.978353977203369,4.675323963165283,4.549783229827881,572505,0.05042808916378383,4.637909071786063,4.8103890736897785,0.031402233361810604,Medium Risk
2010-03-17,1.0332527160644531,4.958874225616455,5.008657932281494,4.870129108428955,4.779220104217529,454598,0.0375906774497341,4.699442795344761,4.822005240122477,0.03101868213413334,Medium Risk
2010-03-18,1.0242326259613037,4.915584087371826,4.967532157897949,4.805193901062012,4.958874225616455,246088,-0.0087298318680884,4.759430544716971,4.822943210601807,0.03119676177975334,Medium Risk
2010-03-21,1.0134084224700928,4.863636016845703,4.926405906677246,4.818181037902832,4.915584087371826,645511,-0.010568036189143482,4.789424419403076,4.822149578730265,0.030629160955629918,Medium Risk
2010-03-22,0.9935643076896667,4.768397808074951,4.826838970184326,4.740259170532227,4.826838970184326,109544,-0.01958168918086889,4.789115224565778,4.819552167256673,0.03081373571641004,Medium Risk
2010-03-23,0.9940152764320374,4.770562171936035,4.822509765625,4.761903762817383,4.768397808074951,522369,0.00045389750356372716,4.800865377698626,4.816594012578329,0.029841928272696223,Medium Risk
2010-03-24,1.0016825199127195,4.807359218597412,4.859306812286377,4.761903762817383,4.770562171936035,138239,0.007713356484031264,4.837661947522845,4.81154351234436,0.026197779023309987,Medium Risk
2010-03-25,1.0165655612945557,4.878787040710449,4.9112548828125,4.870129108428955,4.9112548828125,109577,0.014858016400504548,4.851885795593262,4.805266443888346,0.019137056841360606,Low Risk
2010-03-28,1.0165655612945557,4.878787040710449,4.878787040710449,4.878787040710449,4.878787040710449,0,0.0,4.840444769178118,4.798989375432332,0.011661118460967386,Low Risk
2010-03-29,1.018369436264038,4.887444972991943,4.952380180358887,4.818181037902832,4.878787040710449,48140,0.0017746075426636754,4.836424895695278,4.79090854326884,0.011362577606468267,Low Risk
2010-03-30,1.0210754871368408,4.900432109832764,4.941557884216309,4.872293949127197,4.893939018249512,44130,0.002657244616069754,4.841681480407715,4.784559313456217,0.010529758817332667,Low Risk
2010-03-31,1.08737313747406,5.218614101409912,5.428571224212647,4.978353977203369,4.978353977203369,1198391,0.06492937448081637,4.905998093741281,4.794443877538045,0.023406455115075366,Medium Risk
2010-04-01,1.158180832862854,5.558441162109375,5.690475940704346,5.4112548828125,5.218614101409912,1048088,0.06511825823788198,5.018552235194615,4.8164496421813965,0.029504549110297366,Medium Risk
2010-04-06,1.1631420850753784,5.582251071929932,5.703463077545166,5.4112548828125,5.649350166320801,720239,0.004283558847912872,5.129251071384975,4.839249070485433,0.029816616664417483,Medium Risk
2010-04-07,1.1730644702911377,5.6298699378967285,5.660172939300537,5.502163887023926,5.582251071929932,626800,0.00853040562905627,5.236548628125872,4.866305367151896,0.03016123596387568,Medium Risk
2010-04-08,1.159083127975464,5.562769889831543,5.627705097198486,5.519480228424072,5.627705097198486,461769,-0.01191857872479618,5.3342604637146,4.894227425257365,0.0318369277804692,Medium Risk
2010-04-11,1.1432976722717283,5.487011909484863,5.603896141052246,5.4112548828125,5.562769889831543,494889,-0.013618751421870079,5.4199128832135886,4.9188305854797365,0.03372783904743909,Medium Risk
2010-04-12,1.1288655996322632,5.417747974395752,5.497835159301758,5.400432109832764,5.487011909484863,1344863,-0.012623252187475953,5.49381514957973,4.939393345514933,0.0352801977312963,Medium Risk
2010-04-13,1.1252574920654297,5.400432109832764,5.432899951934815,5.329003810882568,5.417747974395752,478230,-0.0031961369640711723,5.5197891507829935,4.962264919281006,0.02780131685486245,Medium Risk
2010-04-14,1.1266107559204102,5.406926155090332,5.519480228424072,5.303030014038086,5.428571224212647,2010596,0.0012025047487855822,5.498144149780273,4.983909956614176,0.008970908804376882,Low Risk
